CUSTOMER,Chain,Store Number,SalesBro,Phase,NeedsSSMSupport,AIM Parameters::SSM Level,Retail Type,Zone,Power Rank,PowerRank Points::Points,Deliv Type,Deliv Duration,Google Maps,Deliv Notes,LineClean_Required,Billing Type,Fintech Name,TABC Permit,Tax ID,RITS Name,Street,City,ZIP,Is Distributor,Is Distro,iControl Name,2019 Sales,2020 Sales,Artificially Annualized Full Year 2020 Sales,% Growth 2020 over 2019
Cool Beans,None, ,C,1,No,,N,12,X,0,L,18,"1201 W Hickory St Denton , TX 76201",,No,COD,,N 240565,17524920927,Cool Beans,1201 W Hickory St,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Flip's - Fort Worth,None, ,C,1,No,,N,4,CO3,0.25,R,18,"6613 FOSSIL BLUFF DRIVE Fort Worth , TX 76137",,No,COD,,RM896051,18002782011,Flip's - Fort Worth,6613 FOSSIL BLUFF DRIVE,Fort Worth,76137,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Funky Baja's Cantina - Keller,None, ,C,1,No,,N,11,X,0,R,18,"721 KELLER PKWY STE 100 Keller , TX 76248", ,No,COD,,MB773413,32048176120,Funky Baja,721 KELLER PKWY STE 100,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Buckeye Liquor,None, ,C,1,No,,F,14.5,CO1,1,L,18,"104 N Stemmons Fwy Lake Dallas , TX 75065", ,No,EFT,,P 483940,17513185730,Buckeye,104 N Stemmons Fwy,Lake Dallas,75065,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
HEB - SAN ANTONIO 18,HEB,585,C,1,No,,F,200,X,0,G,18,"1520 AUSTIN HWY SAN ANTONIO , TX 78218",,No,EFT,, ,,HEB - SAN ANTONIO 18,1520 AUSTIN HWY,SAN ANTONIO,78218,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
HEB - SAN ANTONIO 9,HEB,427,C,1,No,,F,200,X,0,G,18,"735 SW MILITARY DR. SAN ANTONIO , TX 78221",,No,EFT,, ,,HEB - SAN ANTONIO 9,735 SW MILITARY DR.,SAN ANTONIO,78221,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Whiskey Cake - San Antonio,None,,C,1,No,,N,202,CO3,0.25,B,18,"Suite 21200, 15900 Via La Cantera, San Antonio, TX 78256",No Lunch Preferred,No,Fintech,Whiskey Cake - San Antonio,MB883494,32053261809,Whiskey Cake - San Antonio,15900 Via La Cantera Ste 21200,San Antonio,78256,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Canyon Golf Market,None,,C,1,No,,F,202,CO3,0.25,L,10,"26180 Canyon Golf Rd San Antonio, TX 78260",,No,COD,,BQ734808,32028666538,Canyon Golf Market,26180 Canyon Golf Rd,San Antonio,78260,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Baja Cantina - Keller,None,,C,1,No,,N,11.5,X,0,R,18,"721 Keller Pkwy #116 Keller, TX 76248",,No,COD,,MB827890,32048950169,Baja Cantina - Keller,721 Keller Pkwy #116,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Baja Cantina - Watauga,None,,C,1,No,,N,11.5,X,0,R,18,"8436 Denton Hwy #220 Watauga, TX 76148",,No,COD,,MB630694,32048277381,Baja Cantina - Watauga,8436 Denton Hwy #220,Watauga,76148,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Charlie Wants A Burger,None,,C,1,No,,N,200,V2,2,B,18,"223 Losoya St, San Antonio, TX 78205",0,No,COD,,MB224003,17426037796,Charlie Wants a Burger,223 Losoya St,San Antonio,78205,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Chef Blythe's,None,,C,1,No,,N,11,V3,1,R,18,"9150 N Tarrant Parkway Ste 180, North Richland Hills, TX 76182",,No,COD,,MB903933,32055751054,Chef Blythe's,9150 N Tarrant Parkway Ste 180,North Richland Hills,76182,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Host and Toast,None, ,C,1,No,,F,2000,CO3,0.25,L,18,"3502 34th Street Lubbock , TX 79410", ,No,COD,,BG896079,32044379165,Host and Toast Lubbock,3502 34th Street,Lubbock,79410,No,Abilene,, $-   , $-   , $-   ,No 2019 Sales
Justin Spirits,None, ,C,1,No,,F,12.5,CO2,0.5,L,18,"950 S FM 156 #1 Justin , TX 76247", ,No,COD,,P858514,32052174227,Justin Spirits,950 S FM 156 #1,Justin,76247,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
O'Shea's,None, ,C,1,No,,N,11,V3,1,B,18,"310 GRAPEVINE HWY Hurst , TX 76054",,Yes,COD,,MB776724,32044013632,O'SHEAS PUB AND GRILL LLC,310 GRAPEVINE HWY,Hurst,76054,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Paschall Bar,None, ,C,1,No,,N,12,CO2,0.5,B,18,"122 N LOCUST SUITE B Denton , TX 76201",,No,COD,,N 448293,17528449872,Paschall Bar,122 N LOCUST SUITE B,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Red's - Azle,None, ,C,1,No,,N,4.5,CO3,0.25,L,18,"117 W MAIN STREET Azle , TX 76020",,No,Fintech,Red's - Azle,BG841528,32046947449,Red's Burger House,117 W MAIN STREET,Azle,76020,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Red's - Lake,None,,C,1,No,,N,4.5,CO2,0.5,R,18,"6680 E Peden Road Fort Worth, 76179",Call Terie Russell when in route to location. 817-925-0284,Yes,EFT,Red's - Lake,BG925708,32046947449,Red's - Lake,6680 E Peden Road,Fort Worth,76179,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
William's Drive-In,None,,C,1,No,,F,12.5,V2,2,L,18,"303 FM 156 N, Justin, TX  76247",,No,COD,,BQ711000,32019652588,William's Drive-In,303 FM 156 N,Justin,76247,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Azle 4290,Albertsons,4290,C,1,No,,F,4.5,X,0,G,30,"480 Northwest Pkwy Azle, TX 76020",,No,COD,,l,0,l,480 Northwest Pkwy,Azle,76020,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Denton 4152,Albertsons,4152,C,1,No,,F,12,V3,1,G,30,"2321 West University Drive Denton, TX 76201",Money Order for Payment,No,COD,,BQ273982,18201844349,"Albertsons - Denton 4152
",2321 West University Drive,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Resort Golf Club - Eagle Mountain,None,,C,1,No,,N,4.5,CO2,0.5,R,18,"5700 The Resort Blvd Fort Worth, TX 76179",,No,Prepaid,,MB553181,19000634394,Resort Golf Club - Eagle Mountain,5700 The Resort Blvd,Fort Worth,76179,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Stellina,None,,C,1,No,,N,200,CO3,0.25,X,15,"103 N HIGHLAND AVE, marfa, tx 79843",,No,COD,Stellina,BG939449,32059549892,Stellina,103 N HIGHLAND AVE,Marfa,79843,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Red Robin - Presidio,Red Robin,,C,1,No,,N,4,CO2,0.5,R,25,"2501 Presidio Vista Dr, Fort Worth, TX 76177",,Yes,Fintech,Red Robin Presidio #695,RM946394,19108474867,Red Robin - Presidio,2501 Presidio Vista Dr,Fort Worth,76177,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Liberty Burger - Presidio,Liberty Burger,,C,1,No,,N,4,CO3,0.25,R,25,"8917 N Fwy Service Rd E, Fort Worth, TX 76177",,No,Fintech,Liberty Burger - Presidio,MB958592,32058359368,Liberty Burger - Presidio,8917 N Fwy Service Rd E,Fort Worth,76177,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Trio Cafe,None,,C,1,No,,N,11.5,CO1,1,R,25,"8300 Precinct Line Rd, Colleyville, TX 76034",,No,COD,,BG950793,12643054187,Trio Cafe,8300 Precinct Line Rd,Colleyville,76034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Houlihan's - Fort Worth,None,,C,1,No,,N,4,X,0,R,25,"9365 Rain Lily Trail, Fort Worth, TX 76177",,No,COD,,RM820129,14316184895,Houlihan's - Fort Worth,9365 Rain Lily Trail,Fort Worth,76177,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
The Hoppy Monk,None,,C,1,No,,N,202,V3,1,B,20,"1010 N Loop 1604 E, San Antonio, TX 78232",,No,Fintech,The Hoppy Monk San Antonio,MB871142,32048785946,The Hoppy Monk,1010 N Loop 1604 E,San Antonio,78232,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Texas Bleu Steakhouse,None,,C,1,No,,N,11.5,CO3,0.25,R,25,"124 S Main St, Keller, TX 76248",,No,COD,,MB914780,32051645359,Texas Bleu,124 S Main,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Rustic - San Antonio,None,,C,1,No,,N,201,CO1,1,B,25,"17619 LA CANTERA PARKWAY, SAN ANTONIO, TX 78257",,No,COD,,MB956967,32058763999,Rustic - San Antonio,17619 La Cantera Parkway,San Antonio,78257,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Rusty Taco - Denton,Rusty Taco,,C,1,No,,N,12,V2,2,R,15,"210 E Hickory St, Denton, TX 76201",,No,COD,,RM835982,32049590501,Rusty Taco,210 E Hickory St,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Jake's - Flower Mound,None,,C,1,No,,N,14.5,V1,4,R,25,"1141 Flower Mound Rd Ste 630 Flower Mound, TX 75028",,No,COD,,XX,0,Jake's - Flower Mound,1141 Flower Mound Rd Ste 630,Flower Mound,75028,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hollywood Burger - Westlake,None,,C,1,No,,N,11.5,V1,4,R,18,"1301 Solana Blvd #4116
Westlake, TX 76262",,No,COD,,XX,0,Hollywood Burger - Westlake,1301 Solana Blvd # 4116,Westlake,76262,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bottlecap Alley - Keller,None,,C,1,No,,N,11.5,V1,4,R,18,"148 S Main Street
Keller, TX 76248",,No,COD,,XX,0,Bottlecap Alley - Keller,148 S Main Street ,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tycoon Flats,None,,C,1,No,,N,201,V3,1,R,20,"2926 N St Mary's St, San Antonio, TX 78212",,No,COD,,MB702053,18001631946,Tycoon Flats,2926 N St Mary's St,San Antonio,78212,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Burleson Yard Beer Garden,None,,C,1,No,,N,201,V3,1,B,20,"430 Austin St, San Antonio, TX 78209",,No,COD,,MB930921,32050383515,Burleson Yard,430 Austin St,San Antonio,78209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
The Pigpen,None,,C,1,No,,N,204,V3,1,B,20,"106 Pershing Ave, San Antonio, TX 78209",,No,COD,,MB927329,32057977574,Pigpen,106 Pershing Ave,San Antonio,78209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Eagle's Nest,None,,C,1,No,,N,4.5,CO3,0.25,R,18,"8455 Boat Club Rd, Fort Worth, TX 76179",,No,COD,,MB726262,32039031441,Eagle's Nest,8455 Boat Club Rd,Fort Worth,76179,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Chapps Burgers - Keller,None,,C,1,No,,N,11.5,V1,4,R,18,"1004 Keller Pkwy #106
Keller, TX 76248",,No,COD,,XX,0,Chapps Burgers - Keller,1004 Keller Pkwy #106,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Roscoe's Smokehouse - Keller,None,,C,1,No,,N,11.5,V1,4,R,18,"134 S Main Street
Keller, TX 76248",,No,COD,,XX,0,Roscoe's Smokehouse - Keller,134 S. Main Street,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Town and Country - Keller,None,,C,1,No,,N,11.5,X,0,R,18,"750 S. Main St, Ste. 100, Keller, Texas 76248",,No,COD,,XX,0,Town and Country - Keller,750 S. Main Street Ste 100,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hard Eight BBQ - Roanoke,None,,C,1,No,,N,11.5,V1,4,R,18,"205 S Oak St
Roanoke, TX 76262",,No,COD,,RM796595,32043855454,Hard Eight BBQ - Roanoke,205 S Oak St,Roanoke,76262,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twisted Root - Roanoke,None,,C,1,No,,N,11.5,CO2,0.5,R,18,"101 S Oak Street Ste 300
Roanoke, TX 76262",,No,COD,,RM723989,32038796655,Twisted Root - Roanoke,101 S Oak Street Ste 300,Roanoke,76262,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
54th Street Drafthouse - Fort Worth,None,,C,1,No,,N,4,CO3,0.25,R,25,"9251 Rain Lily Trail, Fort Worth, TX 76177",,No,COD,,RM924304,32043244923,54th Street Drafthouse - Fort Worth,9251 Rain Lily Trail,Fort Worth,76177,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Freetail Brewing Co,None,,C,1,No,,N,202,V3,1,B,20,"4035 North Loop 1604 W #105, San Antonio, TX 78257",,No,Fintech,Freetail Brewing Co, BG696370,32024553896,Freetail Brewing Co,4035 North Loop 1604 W #105,San Antonio,78257,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Table - Highland Village,None,,C,1,No,,N,14.5,V2,2,R,18,"3701 Justin Road Suite 150
Flower Mound, TX 75028",,No,COD,,XX,0,Table - Highland Village,3701 Justin Road Suite 150,Flower Mound,75028,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Cousin's BBQ - Alliance,None,,C,1,No,,N,4,CO3,0.25,R,20,"9560 Feather Grass Lane, Fort Worth, TX, 76177",,No,COD,,BG955435,32059810443,Cousins BBQ - Alliance,9560 Feather Grass Lane,Fort Worth,76177,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
3 Parrots - Boat Club,None,,C,1,No,,N,4.5,CO3,0.25,R,15,"7109 Boat Club Rd, Fort Worth, TX 76179",,No,COD,,NEED,32042281108,3 Parrots,7109 Boat Club Rd,Fort Worth,76179,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Andys Bar,None, ,C,1,No,,N,12,X,0,B,18,"122 N LOCUST SUITE B Denton , TX 76201",,No,COD,,N 448293,17528449872,Paschall Bar,122 N LOCUST SUITE B,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twisted Oar,None,,C,1,No,,N,4.5,CO3,0.25,R,20,"6500 Wells Burnett Rd, Fort Worth, TX 76135",,No,COD,,MB983242,32062346112,Twisted Oar,6500 Wells Burnett Rd,Fort Worth,76135,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
The Filling Station,None,,C,1,No,,B,201,V3,1,B,20,"701 S St Mary's St, San Antonio, TX 78204",,No,COD,,Need,0,Filling Station,701 S St Mary's St,San Antonio,78204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Rockfish - Highland Village,None,,C,1,No,,N,14.5,CO2,0.5,R,18,"4601 Barton Creek Ste 110
Highland Village, TX 75077",,No,COD,,XX,0,Rockfish - Highland Village,4061 Barton Creek Ste 110,Highland Village,75077,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
HEB - SATX #618 Babcock,HEB,618,C,1,No,,F,205,CO3,0.25,G,25,"5910 Babcock Rd, San Antonio, TX 78240",,No,EFT,,BF764762,17430106579,HEB Babcock,5910 Babcock Rd,San Antonio,78240,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Pinch Boil House,None,,C,1,No,,N,201,CO3,0.25,R,18,"124 N Main Ave, San Antonio, TX 78205",,No,COD,,X123456,1112345678,Pinch Boil House,124 N Main Ave,San Antonio,78205,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Marty B's - Bartonville,None,,C,1,No,,N,14.5,V2,2,R,18,"2664 FM 407 E
Bartonville, TX 76226",,No,COD,,RM997637,32061120864,Marty B's - Bartonville,2664 FM 407 E,Bartonville,76226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
RNDC - SAA Austin,None,,C,1,No,,X,201,X,0,AD,18,"6511 Tri County Pkwy, Schertz, TX 78154",AttN: Jason Axline - Martin House Caskmates IPA Drinking Buddies. ,No,COD,,BC658747,17605158462,RNDC - SAA Austin,6511 Tri County Pkwy,Schertz,78154,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sportsman Liqour - Sanger,None,,C,1,No,,F,12,CO3,0.25,L,15,"499 W Chapman Dr Suite 102, Sanger, TX 76266",,No,COD,,BF956935,32059379191,Sportsman Liqour - Sanger,499 W Chapman Dr Suite 102,Sanger,76266,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Blue Bayou Lounge - Eagle Mountain Lake,None,,C,1,No,,N,4.5,CO2,0.5,R,15,"12670 Morris Dido Newark Road Fort Worth, TX 76179",,No,COD,,MB884845,32054352045,Blue Bayou - Eagle Mountain Lake,12670 Morris Dido Newark Rd,Fort Worth,76179,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Chuy's - Alliance,None,,C,1,No,,N,4,V2,2,R,18,"9700 N Fwy Service Rd E, Fort Worth, TX 76177",,No,COD,,RM935483,12057184488,Chuy's - Alliance,9700 N Fwy Service Rd E,Fort Worth,76177,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bumbershoot BBQ - Argyle,None,,C,1,No,,N,12.5,V2,2,R,18,"425 HWY 377 South
Argyle, TX 76226",,No,Fintech,Bumbershoot BBQ,BG995076,32062827236,Bumbershoot BBQ - Argyle,425 HWY 377 SOUTH,Argyle,76226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twin Liquors  - San Antonio 65,Twin Liquors,65,C,1,No,,F,200,CO3,0.25,AD,18,"10003 NW Military Dr, Ste 1100, San Antonio, TX 78231",,No,Fintech,Twin Liquors  - San Antonio 65,P 763918,32018895659,Twin Liquors  - San Antonio 65,"10003 NW Military Dr, Ste 1100",San Antonio,78231,No,,, $-   , $-   , $-   ,No 2019 Sales
Twin Liquors  - San Antonio 59,Twin Liquors,59,C,1,No,,F,200,CO3,0.25,AD,18,"21019 US Hwy 281 N, Ste 804, San Antonio, TX 78258",,No,Fintech,Twin Liquors  - San Antonio 59,P 716724,32018895659,Twin Liquors  - San Antonio 59,"21019 US Hwy 281 N, Ste 804",San Antonio,78258,No,,, $-   , $-   , $-   ,No 2019 Sales
Twin Liquors  - San Antonio 56,Twin Liquors,56,C,1,No,,F,200,CO3,0.25,AD,18,"999 E Basse Rd, Ste 149, San Antonio, TX 78209",,No,Fintech,Twin Liquors  - San Antonio 56,P 697964,32018895659,Twin Liquors  - San Antonio 56,"999 E Basse Rd, Ste 149",San Antonio,78209,No,,, $-   , $-   , $-   ,No 2019 Sales
Station Patio Icehouse - Keller,None,,C,1,No,,N,11.5,CO3,0.25,R,18,"111 W Vine Street
Keller, TX 76248",,No,COD,,RM1029331,32063131042,Station Patio Icehouse - Keller,111 W VINE STREET,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Chop Shop Live - Roanoke,None,,C,1,No,,N,11.5,CO3,0.25,R,18,"309 S Oak St
Roanoke, TX 76262",,No,COD,,MB1019847,32066795090,Chop Shop Live - Roanoke,309 S OAK ST,Roanoke,76262,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
WB Liquors - San Antonio Goliad,WB Liquors,104,C,1,No,,F,200,CO1,1,AD,18,"2910 Goliad San Antonio, TX 78223",UPDATE DELIV WINDOWS/DURATIONS,No,COD,,b1234567,12345678901,WB Liquors - San Antonio Goliad,2910 Goliad,San Antonio,78223,No,,, $-   , $-   , $-   ,No 2019 Sales
Eskimo Hut - N Ft. Worth,Eskimo Hut,,C,1,No,,B,4.5,X,0,B,15,"7420 N Beach St, Fort Worth, TX 76137",,No,COD,,BG983543,32058336382,Eskimo Hut - N Ft Worth,7420N Beach St,Ft. Worth,76137,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Cigar Frog's,None,,C,1,No,,N,12,CO3,0.25,R,18,"100 IH 35E North Building 101
Denton, TX 76205",,No,COD,,BG826795,17523232712,Cigar Frog's,100 IH 35E NORTH BUILDING 101,Denton,76205,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
The Squeezebox,None,,C,1,No,,N,201,CO2,0.5,B,10,"2806 N St Mary's St, San Antonio, TX 78212",,Yes,Fintech,The Squeezebox,MB941494,32058794762,The Squeezebox,2806 N St Mary's St,San Antonio,78212,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Spec's - Loop 1604,Spec's, ,C,1,No,,N,202,X,0,X,18,Map Map Map, ,No,Fintech, Spec's - Loop 1604 SA,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Fuzzy's Denton,Fuzzy's, ,C,2,No,,N,12,X,0,X,18,"



d",,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bootlegger's,None, ,C,3,No,,F,200,X,0, ,18,"8055 West Ave. Suite 103 San Antonio , TX 78213", ,No, , , ,, ,8055 West Ave. Suite 103,San Antonio,78213,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Carry On Convenience Store,None, ,C,3,No,,F,200,X,0, ,18,"11311 Huebner Road San Antonio , TX 78230", ,No, , , ,, ,11311 Huebner Road,San Antonio,78230,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Doc's Liquor,None, ,C,3,No,,F,200,X,0, ,18,"8806 Bandera Road San Antonio , TX 78250", ,No, , , ,, ,8806 Bandera Road,San Antonio,78250,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Greenway Grocery,None, ,C,3,No,,F,200,X,0, ,18,"11050 S US Highway 181 San Antonio , TX 78223", ,No, , , ,, ,11050 S US Highway 181,San Antonio,78223,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
"Pedicab Bar And Grille - 415 E Cevallos, San Antonio",None, ,C,3,No,,N,200,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Seazar's Fine Wine & Spirits,None, ,C,3,No,,F,200,X,0, ,18,"6422 N New Braunfels Ave San Antonio , TX 78209", ,No, , , ,, ,6422 N New Braunfels Ave,San Antonio,78209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
"Yard House - 15900 LaCantera Pkwy, San Antonio",None, ,C,3,No,,N,200,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twin Liquors  - San Antonio 72,Twin Liquors,72,C,3,No,,F,200,X,0,AD,18,"9234 N. Loop 1604 West # 126, San Antonio, TX 78250",,No,Fintech,Twin Liquors  - San Antonio 72,P 801995,32018895659,Twin Liquors  - San Antonio 72,9234 N. Loop 1604 West # 126,San Antonio,78250,No,,, $-   , $-   , $-   ,No 2019 Sales
Drunken Donkey - Keller,None,,C,86,No,,N,11.5,X,0,R,18,"1821 S Main St, Keller TX 76248",,No,Fintech,Drunken Donkey - Keller,MB932514,32058284137,Drunken Donkey - Keller,1821 S Main St,Keller,76248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
3 Parrots - Beach,None,,C,86,No,,N,4,CO3,0.25,L,18,"6650 N Beach St Fort Worth , TX 76137",,Yes,COD,,RM826122,32048678299,Three Parrots,6650 N Beach St,Fort Worth,76137,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Flight,None, ,C,86,No,,N,4.5,CO3,0.25,R,18,"9307 Boat Club Fort Worth , TX 76179",,No,COD,,MB865745,13311728425,Flight,9307 Boat Club,Fort Worth,76179,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Banter,None, ,C,86,No,,N,12,X,0, ,18,"Spec's - San Marcos   , TX  ",,No, , , ,, ,Spec's - San Marcos, ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twelve Stones - Flower Mound,None, ,C,86,No,,N,11,CO1,1, ,18,"1221 Flower Mound Road Ste 100 Flower Mound, Texas 75028", ,No,COD, , XX,0, Twelve Stones - Flower Mound, 1221 Flower Mound Rd Ste 100, Flower Mound,75028,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Big Hops Growler Station,None, ,C,86,No,,B,200,X,0,B,18,"8313 Broadway St, San Antonio, TX 78209 San Antonio , TX 78261", ,No,Fintech,Big Hops Growler Station,BG862789,32052303636,Big Hops Growler Station,"8313 Broadway St, San Antonio, TX 78209",San Antonio,78261,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Lone Star Taps and Caps - Denton,Lone Star,,C,86,No,,B,12,CO1,1,B,18,505 W Hickory St Denton TX 76201,,No,Fintech,Lone Star Taps and Caps - Denton,BG917221,32054018182,Lone Star Taps and Caps - Denton,505 W Hickory St,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mellow Mushroom - Flower Mound,Mellow Mushroom, ,C,86,No,,N,14.5,V2,2,R,18,"2450 Cross Timbers Rd Ste 100 Flower Mound , TX 75028",,No,Fintech,Mellow Mushroom - Flower Mound,RM876501,32048394871,Mellow Mushroom - Flower Mound,2450 Cross Timbers Rd Ste 100,Flower Mound,75028,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Missions Untapped - San Antonio,None,,C,86,No,,N,200,X,0,B,10,"8123 Broadway St  San Antonio, TX 78209",0,No,COD,,BG873087,32053369339,Missions Untapped - San Antonio,8123 Broadway St,San Antonio,78209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Black Eyed Pea - Denton,None, ,C,86,No,,N,12,X,0,R,18,"2420 IH 35E South Denton , TX 76205", ,No,COD,,RM654100,32004948298,Black Eyed Pea - Denton,2420 IH 35E South,Denton,76205,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Black Eyed Pea - Hurst,None, ,C,86,No,,N,11,X,0,R,18,"900 Airport Freeway Hurst , TX 76054", ,No,COD,,MB534340,17514683881,Black Eyed Pea - Hurst,900 Airport Freeway,Hurst,76054,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Brewster Street Ice House,None, ,C,86,No,,N,200,X,0,B,18,"1724 N Tancahua St, Corpus Christi, TX 78401 Corpus Christi , TX 78401", ,No,COD,,MB629212,17216147219,Brewster Street Ice House,"1724 N Tancahua St, Corpus Christi, TX 78401",Corpus Christi,78401,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hickory and Fry,None, ,C,86,No,,N,12,X,0,B,18,"1206 W Hickory St, Denton, TX 76201", ,No,COD,,N 884408,32051876459,Hickory and Fry,1206 W Hickory St,Denton,76201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
House of Rock,None, ,C,86,No,,N,200,X,0,AD,18,"511 Starr St Corpus Christi , TX 78401", ,No,COD,,MB601984,12027348320,House of Rock,511 Starr St,Corpus Christi,78401,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Josabi's,None, ,C,86,No,,N,200,X,0,B,18,"17200 State Highway 16 Helotes , TX 78023",After 3,No,COD,,MB680713,12612896170,Josabi's,17200 State Highway 16,Helotes,78023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
